node	term	estimate	std.error	z.value	p.value	exclude	p.value.adj	p.value.adj.signif	taxonomy
node199	(Intercept)	1.1424149113265039	0.22632597333471005	5.047652704168442	4.472712452653275e-7		7.664457138436877e-7	****	f__Lachnospiraceae
node199	Ageyoung	0.15686807280375703	0.31042785552281377	0.5053285973308171	0.6133280602778932		0.6642074619600713	ns	f__Lachnospiraceae
node200	(Intercept)	1.0528027526368158	0.2007690956337765	5.243848657650161	1.572612093070085e-7		2.7472882793779105e-7	****	f__Lachnospiraceae
node200	Ageyoung	-0.5104784618114541	0.28180857904262324	-1.811436910635161	0.0700732467194103		0.08585766406917508	ns	f__Lachnospiraceae
node201	(Intercept)	0.4492677307665575	0.3240718075925871	1.3863215504736617	0.16564873921718626		0.1943395339182022	ns	f__Lachnospiraceae
node201	Ageyoung	-1.3994600143163947	0.47414922879554	-2.95151806504332	0.0031621604831576517		0.004267727870126304	**	f__Lachnospiraceae
node202	(Intercept)	2.885384216385126	0.14590197597360627	19.776183270520566	4.774934463782734e-87		1.9703465201126453e-86	****	f__Lachnospiraceae
node202	Ageyoung	-0.4862775564004578	0.20191663607703914	-2.4083085269651767	0.01602663064434022		0.020770976178043823	*	f__Lachnospiraceae
node203	(Intercept)	1.3127602770737414	0.23232896508052958	5.650437415837126	1.600400670759675e-8		2.953952909011431e-8	****	f__Lachnospiraceae
node203	Ageyoung	-0.11279549414534464	0.3203503651158499	-0.35210040764134554	0.72476296268955		0.7720768652983634	ns	f__Lachnospiraceae
node204	(Intercept)	3.212287001990187	0.13712712246459827	23.425613724370933	2.343561138228746e-121		1.0997888217308756e-120	****	f__Lachnospiraceae
node204	Ageyoung	-0.7624319902611061	0.19030459974286024	-4.0063770990890655	6.165718396768323e-5		9.339632508184928e-5	****	f__Lachnospiraceae
node205	(Intercept)	2.2441967747558915	0.16176196539681625	13.8734514584481	9.17532926008618e-44		3.0081673099277978e-43	****	f__Lachnospiraceae
node205	Ageyoung	-1.7018724839305295	0.23639196941714735	-7.199366747215227	6.049284123747865e-13		1.2888385759201683e-12	****	f__Lachnospiraceae
node206	(Intercept)	0.8890575814157967	0.2714981061508054	3.274636401780143	0.0010579804930824252		0.0014608269116022717	**	f__Lachnospiraceae
node206	Ageyoung	-0.34673329059043456	0.3766049367249918	-0.9206817457192007	0.35721660932297616		0.39703022522275055	ns	f__Lachnospiraceae
node207	(Intercept)	0.6856565088307878	0.30712688474969724	2.232486125041073	0.025582851246806072		0.03262608738047382	*	f__Lachnospiraceae
node207	Ageyoung	-0.14333221800542684	0.42382479185963473	-0.33818743206720336	0.7352219462425635		0.7809014162753856	ns	f__Lachnospiraceae
node208	(Intercept)	2.734561326650543	0.16334991689365305	16.740512506234364	6.641390247707187e-63		2.4579990710586395e-62	****	f__Lachnospiraceae
node208	Ageyoung	-0.445399253988637	0.2258448614721994	-1.972146946736992	0.04859283399663844		0.06067766053841113	ns	f__Lachnospiraceae
node209	(Intercept)	2.6767186842515693	0.16452235824165956	16.26963479528938	1.6212179033385235e-59		5.762546804935941e-59	****	f__Lachnospiraceae
node209	Ageyoung	-0.387556611589664	0.22733713444623826	-1.7047659746996378	0.08823807973001088		0.10647889285066858	ns	f__Lachnospiraceae
node210	(Intercept)	1.7614541197327258	0.2272298751655802	7.751859734329262	9.055638833839453e-15		2.0974028008699118e-14	****	f__Lachnospiraceae
node210	Ageyoung	0.42084480738681757	0.31140396441311513	1.3514433195478395	0.17655346500253138		0.20612258190539437	ns	f__Lachnospiraceae
node211	(Intercept)	1.730201576228622	0.25124830401362225	6.8864209174316	5.721354194346255e-12		1.1976479042392452e-11	****	f__Lachnospiraceae
node211	Ageyoung	0.40750887357519056	0.34456787835113234	1.1826664619036777	0.23694136097816795		0.27263445061269964	ns	f__Lachnospiraceae
node212	(Intercept)	6.7821582110505325	0.1829380049421478	37.07353326169331	7.502661415589435e-301		5.919682303728808e-300	****	f__Lachnospiraceae
node212	Ageyoung	-1.3617412128403934	0.25180701643096415	-5.407876365564781	6.3776422973402e-8		1.1447867923725659e-7	****	f__Lachnospiraceae
node213	(Intercept)	6.726143917700835	0.1932489911762578	34.80558359844725	2.0023708016522346e-265		1.4377022355863044e-264	****	f__Lachnospiraceae
node213	Ageyoung	-1.3590470357579685	0.2659945619031836	-5.109303837018416	3.2334800755755813e-7		5.580862245825162e-7	****	f__Lachnospiraceae
node214	(Intercept)	5.703085714562321	0.24629091583676502	23.15589145944048	1.2680615116185969e-118		5.762456742671852e-118	****	f__Lachnospiraceae
node214	Ageyoung	-1.6972081336625477	0.3391849290692576	-5.003784036984726	5.621573400473476e-7		9.564667539194207e-7	****	f__Lachnospiraceae
node215	(Intercept)	5.701092292193845	0.25506171848420506	22.351814792414217	1.1593476017041313e-110		5.106819497077094e-110	****	g__Lachnospiraceae_NK4A136_group
node215	Ageyoung	-1.7037482264456003	0.35124620481038304	-4.850581168173341	1.2310024427553146e-6		2.0318615032145193e-6	****	g__Lachnospiraceae_NK4A136_group
node216	(Intercept)	5.701092292193847	0.2885425163639454	19.75824001272286	6.813947155786617e-87		2.7956651759170234e-86	****	g__Lachnospiraceae_NK4A136_group
node216	Ageyoung	-1.9248126477990766	0.39735842322119685	-4.844021254653495	1.2723731238608837e-6		2.0905352469842437e-6	****	g__Lachnospiraceae_NK4A136_group
node217	(Intercept)	3.5281149110310555	0.4012350197001423	8.793138030842236	1.4543961292401893e-18		3.68995201694154e-18	****	g__Lachnospiraceae_NK4A136_group
node217	Ageyoung	-0.19115979809725248	0.5521678445284367	-0.3461987147413611	0.7291933805596157		0.7756456996174874	ns	g__Lachnospiraceae_NK4A136_group
node218	(Intercept)	3.416502543418878	0.432098550714868	7.90676695806219	2.6415946694388493e-15		6.25962037180559e-15	****	g__Lachnospiraceae_NK4A136_group
node218	Ageyoung	-0.07954743048507769	0.5945913817894896	-0.13378503779464607	0.8935725589366836		0.933893882556825	ns	g__Lachnospiraceae_NK4A136_group
node219	(Intercept)	3.251761935785242	0.024037053777147065	135.28121898519922	0		0	****	g__Lachnospiraceae_NK4A136_group
node219	Ageyoung	0.005308434880926247	0.03303328216397177	0.16069958941942403	0.8723300128272005		0.915691446213348	ns	g__Lachnospiraceae_NK4A136_group
node220	(Intercept)	5.580236597021024	0.4466819330385826	12.492640029251026	8.189041564373454e-36		2.419642733835449e-35	****	g__Lachnospiraceae_NK4A136_group
node220	Ageyoung	-2.8381070822659527	0.6152850365771627	-4.612670410537485	3.975283896655966e-6		6.385355341832178e-6	****	g__Lachnospiraceae_NK4A136_group
node221	(Intercept)	0.2839437503411735	0.5278509966308114	0.5379240584057643	0.5906294782079902		0.6415612183862889	ns	g__Lachnospiraceae_NK4A136_group
node221	Ageyoung	2.458185764413898	0.7199686271084206	3.4142956676968064	6.394713929312469e-4		9.002754120090888e-4	***	g__Lachnospiraceae_NK4A136_group
node222	(Intercept)	6.28064735855909	0.26807601652643015	23.428605960130223	2.1846266110963023e-121		1.0319486228731217e-120	****	f__Lachnospiraceae
node222	Ageyoung	-1.2097326002456463	0.36894803749848504	-3.278869860503361	0.001042236876600653		0.0014446449370642254	**	f__Lachnospiraceae
node223	(Intercept)	5.317827296637386	0.4337919056439338	12.25893620293224	1.5046213692113618e-34		4.409461808545951e-34	****	f__Lachnospiraceae
node223	Ageyoung	-0.34736605887052957	0.5969136824439337	-0.5819368345659535	0.5606092284242552		0.611405931024071	ns	f__Lachnospiraceae
node224	(Intercept)	5.314014416229829	0.449129340796639	11.831813095987327	2.673047309241486e-32		7.676991872141548e-32	****	f__Lachnospiraceae
node224	Ageyoung	-0.34355317846297584	0.618016776636845	-0.5558962012852482	0.578281815251577		0.6291005202282307	ns	f__Lachnospiraceae
node225	(Intercept)	5.3053819060611405	0.5336356102974136	9.941956278188158	2.7340431369441163e-23		7.352220870134365e-23	****	f__Lachnospiraceae
node225	Ageyoung	-0.3349206682942844	0.7342922589319745	-0.4561135763318891	0.6483083079580998		0.698926974645519	ns	f__Lachnospiraceae
node226	(Intercept)	5.301818692432904	0.5734180484488254	9.24599200666085	2.330685864789546e-20		6.063161054053964e-20	****	f__Lachnospiraceae
node226	Ageyoung	-0.3323758318313184	0.7890309429518788	-0.42124562388878234	0.6735757320970333		0.7229108754045888	ns	f__Lachnospiraceae
node227	(Intercept)	5.79968045091902	0.24743788908076594	23.438934402750068	1.7142427129998463e-121		8.151167337310527e-121	****	f__Lachnospiraceae
node227	Ageyoung	-3.076632174239376	0.3416951468707009	-9.004026549442298	2.1758750430048133e-19		5.559709184617281e-19	****	f__Lachnospiraceae
node228	(Intercept)	5.3341598195252535	0.46562291695753044	11.455964956320617	2.1950495886906483e-30		6.204903955432619e-30	****	f__Lachnospiraceae
node228	Ageyoung	-2.984691140632358	0.6416319131597629	-4.651718655847447	3.2917998626514574e-6		5.311263598615161e-6	****	f__Lachnospiraceae
node229	(Intercept)	5.328672837308994	0.49544928674219413	10.75523364328054	5.599194393002784e-27		1.5582254163472865e-26	****	f__Lachnospiraceae
node229	Ageyoung	-2.9792041584161	0.6826156433233995	-4.364394791645079	1.2747518094077307e-5		1.9897213025103277e-5	****	f__Lachnospiraceae
node230	(Intercept)	-0.19735943415849516	0.13484076145923482	-1.4636481730204487	0.1432901029835405	negative intercept	0.16949307074494577	ns	g__Lachnospiraceae_NK4A136_group
node230	Ageyoung	-36.84629395550427	7749064.13908199	-4.754934698458871e-6	0.9999962061110165	negative intercept	0.9999963516552207	ns	g__Lachnospiraceae_NK4A136_group
node231	(Intercept)	5.324683132694992	0.5111538887586468	10.416986449278811	2.0742147642839186e-25		5.619947927380579e-25	****	f__Lachnospiraceae
node231	Ageyoung	-2.975214453802098	0.7041975884497993	-4.2249710913547025	2.3897145272390046e-5		3.697877221029322e-5	****	f__Lachnospiraceae
node232	(Intercept)	3.939405843947556	0.4864626823330464	8.098063812530075	5.584077796350325e-16		1.3454254556307157e-15	****	f__Lachnospiraceae
node232	Ageyoung	-2.814476246962058	0.6723980880485361	-4.185729104510629	2.8425219475958603e-5		4.389098405105006e-5	****	f__Lachnospiraceae
node233	(Intercept)	3.8674626887972825	0.017668146980015467	218.8946409134919	0		0	****	f__Lachnospiraceae
node233	Ageyoung	-40.911116131594454	7749064.1390819885	-5.279491225948362e-6	0.9999957875754619		0.9999963516552207	ns	f__Lachnospiraceae
node234	(Intercept)	1.0156632056873587	0.5940081058651426	1.709847383661704	0.08729409827958097		0.10605272853593763	ns	f__Lachnospiraceae
node234	Ageyoung	-23.318248298680746	4878.282565784736	-0.004780011814450871	0.9961861168963928		0.9999963516552207	ns	f__Lachnospiraceae
node235	(Intercept)	1.2717709325405442	0.7197064687965943	1.7670689200099106	0.07721668679491239		0.09428840326317534	ns	g__Lachnospiraceae_NK4A136_group
node235	Ageyoung	-0.14684133555506154	0.9906033957204735	-0.14823423399256844	0.8821579154318413		0.9233081388922187	ns	g__Lachnospiraceae_NK4A136_group
node236	(Intercept)	4.8113345829388825	0.25755979719362604	18.68045648180822	7.1405901733860035e-78		2.8170020574127202e-77	****	g__Lachnospiraceae_NK4A136_group
node236	Ageyoung	-3.2538919656231635	0.35818799795390927	-9.084313221577755	1.0435540448147788e-19		2.685562022139825e-19	****	g__Lachnospiraceae_NK4A136_group
node237	(Intercept)	4.694082739670105	0.321092794557371	14.619084636081404	2.1223456399446974e-48		7.187944195661758e-48	****	g__Lachnospiraceae_NK4A136_group
node237	Ageyoung	-25.996667832665462	2958.8279346292147	-0.008786137080973325	0.992989767068006		0.9999963516552207	ns	g__Lachnospiraceae_NK4A136_group
node238	(Intercept)	3.8721334119078414	0.198958641681127	19.46200164611974	2.3060026383275877e-84		9.407442581359135e-84	****	f__Lachnospiraceae
node238	Ageyoung	-1.4096996179718997	0.27532812403665063	-5.1200712709764655	3.054202079280128e-7		5.296901190635584e-7	****	f__Lachnospiraceae
node239	(Intercept)	1.4512991914288875	0.7893273751880726	1.8386530570830477	0.06596623208230924		0.08110231958064731	ns	g__Lachnospiraceae_NK4A136_group
node239	Ageyoung	-0.20426689764250297	1.0864280600757497	-0.1880169568045405	0.8508633586232849		0.8957769669963614	ns	g__Lachnospiraceae_NK4A136_group
node240	(Intercept)	3.7790884495864843	0.21016083697985993	17.981887129373398	2.7013966280061264e-72		1.0427971929615047e-71	****	f__Lachnospiraceae
node240	Ageyoung	-1.6684712904381998	0.2914358854861907	-5.725002902970431	1.034319722318543e-8		1.9189704408907336e-8	****	f__Lachnospiraceae
node241	(Intercept)	3.7142998687742788	0.1684700479565062	22.047241713454	1.0152609920825064e-107		4.417923589789331e-107	****	f__Lachnospiraceae
node241	Ageyoung	-2.151254995909889	0.23707638740610645	-9.07410062827066	1.1462016354123578e-19		2.939188479378832e-19	****	f__Lachnospiraceae
node242	(Intercept)	3.5307407331087224	0.1957052591206551	18.041113197330944	9.265848126159311e-73		3.596150786260749e-72	****	g__GCA-900066575
node242	Ageyoung	-2.1578693923209737	0.27477925785238944	-7.8531014647407424	4.058730444179775e-15		9.523426336343395e-15	****	g__GCA-900066575
node243	(Intercept)	3.4638684886249314	0.19774016567471003	17.51727311851819	1.0577521579785668e-68		4.018338885865667e-68	****	g__GCA-900066575
node243	Ageyoung	-2.12187438640162	0.2776660395397502	-7.641821772366426	2.1416950874591486e-14		4.835651172313424e-14	****	g__GCA-900066575
node244	(Intercept)	2.8617743507459923	0.20811788440357917	13.750737275401478	5.041314556745721e-43		1.6304792124970393e-42	****	g__GCA-900066575
node244	Ageyoung	-1.548050682460937	0.29125255041601955	-5.315148932600697	1.0657012685592207e-7		1.8754252716311775e-7	****	g__GCA-900066575
node245	(Intercept)	2.5545626512727257	0.3136800409519645	8.143848245875228	3.8290908019935675e-16		9.256859245223506e-16	****	g__GCA-900066575
node245	Ageyoung	-1.5837837341145011	0.436244205763997	-3.6304980402910147	2.828748526716727e-4		4.0783964702462047e-4	***	g__GCA-900066575
node246	(Intercept)	2.142696590265045	0.3923314208713645	5.461445289052137	4.722737993605614e-8		8.498561101275265e-8	****	g__GCA-900066575
node246	Ageyoung	-1.3603182759771568	0.5440242530093976	-2.500473588175964	0.01240273808494817		0.016191210809077792	*	g__GCA-900066575
node247	(Intercept)	0.7925196543731489	0.2512317035769998	3.154536800449033	0.0016075310320158337		0.0021943104201280774	**	g__GCA-900066575
node247	Ageyoung	-2.912783190573238	0.47389586463365624	-6.146462562666497	7.923001183802084e-10		1.5458464266222543e-9	****	g__GCA-900066575
node248	(Intercept)	1.9287054236056835	0.18176178757426212	10.611171079166876	2.644139633205657e-26		7.273916692113647e-26	****	f__Lachnospiraceae
node248	Ageyoung	-2.119059152096902	0.27702333301274185	-7.649388696075774	2.0193697829254528e-14		4.573840707067745e-14	****	f__Lachnospiraceae
node249	(Intercept)	0.4866552628381776	0.31466368922203314	1.5465885626694718	0.12196248941288895		0.14619209916269496	ns	g__GCA-900066575
node249	Ageyoung	-0.6770089913293968	0.44203888545071807	-1.5315598098097074	0.12563109659862198		0.1500156038422241	ns	g__GCA-900066575
node250	(Intercept)	5.428101073722236	0.09389667048364254	57.80930298979929	0		0	****	f__Lachnospiraceae
node250	Ageyoung	-0.7270148309043183	0.1294423427509416	-5.616514777572887	1.9484759290053583e-8		3.5688921352700186e-8	****	f__Lachnospiraceae
node251	(Intercept)	5.3230099791384085	0.09948714061121787	53.50450265668005	0		0	****	f__Lachnospiraceae
node251	Ageyoung	-0.7361395503217509	0.13715095218193404	-5.367367405114651	7.989420278677112e-8		1.4199019208143978e-7	****	f__Lachnospiraceae
node252	(Intercept)	3.5843477822665117	0.19081788256974083	18.784129317421236	1.0184299266785355e-78		4.0850988120401593e-78	****	f__Lachnospiraceae
node252	Ageyoung	0.031243876077593286	0.26254076946175725	0.11900580676154526	0.9052707553470924		0.9433735883007438	ns	f__Lachnospiraceae
node253	(Intercept)	2.9475762366415728	0.17004768741883197	17.3338213614256	2.613702586246994e-67		9.877044510133378e-67	****	f__Lachnospiraceae
node253	Ageyoung	-1.066585633685575	0.23681427257155988	-4.50389084282611	6.6720486588538625e-6		1.0505550300563756e-5	****	f__Lachnospiraceae
node254	(Intercept)	2.9428666517984863	0.1702992068538751	17.280565812168504	6.589838224960791e-67		2.4772271442522766e-66	****	g__Marvinbryantia
node254	Ageyoung	-1.0618760488424903	0.23714926511086656	-4.477669573827549	7.5462280982602245e-6		1.1855999506675802e-5	****	g__Marvinbryantia
node255	(Intercept)	2.8314558743595715	0.3791435318690565	7.468031593210619	8.140330241611245e-14		1.7819381443527053e-13	****	f__Lachnospiraceae
node255	Ageyoung	0.5899797695435766	0.5213599220756321	1.1316170356838247	0.25779547480583614		0.2952107670025364	ns	f__Lachnospiraceae
node256	(Intercept)	2.8314558743595684	0.4196448022438711	6.747267830364082	1.506550294501644e-11		3.108342274287875e-11	****	f__Lachnospiraceae
node256	Ageyoung	0.0017574696966462212	0.5774235470972126	0.0030436405052777335	0.9975715299816608		0.9999963516552207	ns	f__Lachnospiraceae
node257	(Intercept)	5.129722067687145	0.09360863744273226	54.799666011861326	0		0	****	f__Lachnospiraceae
node257	Ageyoung	-1.0186296481638204	0.1293448924174413	-7.875298584472478	3.3993007474961623e-15		8.028611633888962e-15	****	f__Lachnospiraceae
node258	(Intercept)	5.112527114212313	0.09364678780279627	54.593726428485724	0		0	****	f__Lachnospiraceae
node258	Ageyoung	-1.0014346946889896	0.1293918789193165	-7.739548285819726	9.977064305507573e-15		2.29600390107514e-14	****	f__Lachnospiraceae
node259	(Intercept)	4.751400456219672	0.08465673887055979	56.1254841564895	0		0	****	f__Lachnospiraceae
node259	Ageyoung	-0.6403080366963498	0.11692907712039272	-5.476037718463088	4.349550149648107e-8		7.866440824804385e-8	****	f__Lachnospiraceae
node260	(Intercept)	0.33860216287903777	0.23748899524675737	1.4257593810914106	0.15393780938824592		0.18148989678285807	ns	f__Lachnospiraceae
node260	Ageyoung	-0.05092009042725692	0.3275399067624063	-0.15546224864805183	0.8764569132723585		0.9186803850066473	ns	f__Lachnospiraceae
node261	(Intercept)	-0.12715517548524655	0.27755264664727597	-0.45812993326213886	0.646859094817811	negative intercept	0.6984132783145689	ns	g__Lachnospiraceae_UCG-006
node261	Ageyoung	0.3843780404523188	0.3755287762167819	1.0235648099319785	0.30604087362975974	negative intercept	0.34387691277960486	ns	g__Lachnospiraceae_UCG-006
node262	(Intercept)	-0.2926696139628198	0.3346029783077559	-0.8746772531523396	0.3817495402869485	negative intercept	0.42168641527081385	ns	g__Lachnospiraceae_UCG-006
node262	Ageyoung	-0.1746708978634318	0.4640968925180478	-0.3763673075157235	0.7066438470953342	negative intercept	0.7550153009143601	ns	g__Lachnospiraceae_UCG-006
node263	(Intercept)	-0.5411309732613189	0.39968517292440875	-1.353893038618326	0.17577050478627082	negative intercept	0.20554270755137208	ns	g__Lachnospiraceae_UCG-006
node263	Ageyoung	-0.3751597586128356	0.5593603608974395	-0.6706942158198843	0.5024153484015903	negative intercept	0.5515813763797276	ns	g__Lachnospiraceae_UCG-006
node264	(Intercept)	4.739205183125857	0.0861890104447986	54.98618859490412	0		0	****	f__Lachnospiraceae
node264	Ageyoung	-0.6502082272303491	0.11904418796665905	-5.4619065267802425	4.710481007171278e-8		8.497802419972305e-8	****	f__Lachnospiraceae
node265	(Intercept)	3.6316771411541593	0.13973117496481435	25.99045733401047	6.348679926485053e-149		3.327264370230852e-148	****	f__Lachnospiraceae
node265	Ageyoung	-1.2169545482232622	0.1944373819178353	-6.2588507221184395	3.8782487577044994e-10		7.608149202272761e-10	****	f__Lachnospiraceae
node266	(Intercept)	3.6032240095354426	0.14021425076042518	25.697987116103008	1.2310346328983395e-145		6.3588695425971775e-145	****	g__Lachnospiraceae_UCG-006
node266	Ageyoung	-1.1885014166045464	0.19506858586945636	-6.092736107698625	1.109969569251051e-9		2.136617026065026e-9	****	g__Lachnospiraceae_UCG-006
node267	(Intercept)	2.811917064503254	0.16676521992267807	16.861531833838136	8.632248667340512e-64		3.211375410958802e-63	****	g__Lachnospiraceae_UCG-006
node267	Ageyoung	-0.423766083179561	0.23038577087607184	-1.839376110634504	0.06585988536575159		0.08110231958064731	ns	g__Lachnospiraceae_UCG-006
node268	(Intercept)	2.9994566726449747	0.39375991719093084	7.617475882367589	2.5868422279283384e-14		5.80422724891421e-14	****	g__Lachnospiraceae_UCG-006
node268	Ageyoung	-4.225902332822762	0.5816749431782274	-7.265058229485964	3.728776102212349e-13		7.991824601159602e-13	****	g__Lachnospiraceae_UCG-006
node269	(Intercept)	2.9919939514433844	0.3884939176028408	7.701520708239541	1.3445637980984891e-14		3.0647517683641754e-14	****	g__Lachnospiraceae_UCG-006
node269	Ageyoung	-5.363571915924373	0.6541743430122687	-8.198994615451896	2.424057836351063e-16		5.899910259322248e-16	****	g__Lachnospiraceae_UCG-006
node270	(Intercept)	4.3381683187738505	0.09514575877723523	45.59497317090932	0		0	****	g__Lachnoclostridium
node270	Ageyoung	-0.4567419873231708	0.13130354405446104	-3.478519872500372	5.041910522547253e-4		7.140220424435754e-4	***	g__Lachnoclostridium
node271	(Intercept)	4.300630399454783	0.09575449263005287	44.91309265321109	0		0	****	g__Lachnoclostridium
node271	Ageyoung	-0.5219102413410587	0.1322260164728475	-3.9471070464278295	7.910119587794716e-5		1.1881727749030557e-4	***	g__Lachnoclostridium
node272	(Intercept)	3.7770406673009194	0.11613094497153024	32.52398116821377	4.885901834285309e-232		3.02420475604901e-231	****	g__Lachnoclostridium
node272	Ageyoung	0.001679490812805906	0.1597927772324658	0.010510430082597479	0.9916140445081977		0.9999963516552207	ns	g__Lachnoclostridium
node273	(Intercept)	3.709194095465114	0.11740004549865311	31.594486013275596	4.395533379944828e-219		2.6974298861541766e-218	****	g__Lachnoclostridium
node273	Ageyoung	0.02018730195815108	0.16152043675585262	0.1249829579687513	0.9005370421106047		0.9398046456910091	ns	g__Lachnoclostridium
node274	(Intercept)	3.6772448698811036	0.11727271984002553	31.35635359099132	7.970140069573933e-216		4.849627601656003e-215	****	g__Lachnoclostridium
node274	Ageyoung	0.04281020170128203	0.16132164832468746	0.2653717101570842	0.7907231271521737		0.8373734591375527	ns	g__Lachnoclostridium
node275	(Intercept)	3.653948036229825	0.11708591386448287	31.207409291428203	8.453169741724408e-214		5.1003158609732145e-213	****	g__Lachnoclostridium
node275	Ageyoung	0.0622222781200147	0.1610437634593212	0.38636875333413156	0.6992235880915598		0.7482005011173473	ns	g__Lachnoclostridium
node276	(Intercept)	2.899451473596562	0.14324103994935555	20.241765032016627	4.198605039301818e-91		1.7629230515898864e-90	****	g__Lachnoclostridium
node276	Ageyoung	-0.9478433034266104	0.20001824608828594	-4.738784195759033	2.150043293352608e-6		3.484720281325446e-6	****	g__Lachnoclostridium
node277	(Intercept)	2.684898688963499	0.16456039155613164	16.31558276918464	7.647287984186926e-60		2.731717797336424e-59	****	g__Lachnoclostridium
node277	Ageyoung	-0.7562800370182473	0.22869187770475655	-3.3069824980606097	9.430678401275361e-4		0.0013097151048579708	**	g__Lachnoclostridium
node278	(Intercept)	3.0186030601713476	0.22507895455454724	13.411307450514204	5.191543022728758e-41		1.6348806536487928e-40	****	g__Lachnoclostridium
node278	Ageyoung	0.5097163289301458	0.309284784646349	1.6480485113840302	0.09934271677873086		0.11947750527157246	ns	g__Lachnoclostridium
node279	(Intercept)	2.9889931990041467	0.23784879226707342	12.56677896286265	3.2155987721535693e-36		9.580082648988643e-36	****	g__Lachnoclostridium
node279	Ageyoung	0.5298884480046682	0.3268542035467603	1.621176788472483	0.10497972930920592		0.126045895725769	ns	g__Lachnoclostridium
node280	(Intercept)	3.1230879190306657	0.22792552611649824	13.70222972496016	9.84537970642896e-43		3.169947367361432e-42	****	f__Lachnospiraceae
node280	Ageyoung	-0.6482316050961663	0.3144743871687367	-2.061317651120332	0.0392727453328258		0.049383241942152226	*	f__Lachnospiraceae
node281	(Intercept)	3.1118555577920106	0.22828418447343538	13.63149867333068	2.6018175399909632e-42		8.339754436221034e-42	****	f__Lachnospiraceae
node281	Ageyoung	-0.6369992438575112	0.3149560348749113	-2.022502106081261	0.04312450624157693		0.054131810282259156	ns	f__Lachnospiraceae
node282	(Intercept)	2.79290336359096	0.3926310577677216	7.113302191298444	1.132988281191109e-12		2.3996624952661246e-12	****	f__Lachnospiraceae
node282	Ageyoung	-5.72409711600738	0.7355665008677212	-7.7818893454974765	7.14493514024941e-15		1.6656050099672326e-14	****	f__Lachnospiraceae
node283	(Intercept)	2.7218844138317593	0.03132742295036959	86.88504056474417	0		0	****	f__Lachnospiraceae
node283	Ageyoung	-39.76553779218236	7749064.1390819885	-5.131656814095396e-6	0.9999959055302567		0.9999963516552207	ns	f__Lachnospiraceae
node284	(Intercept)	2.3661903429486184	0.03742491486586915	63.225002686820844	0		0	****	f__Lachnospiraceae
node284	Ageyoung	-39.40984373432446	7749064.1390819885	-5.085755263730885e-6	0.999995942154395		0.9999963516552207	ns	f__Lachnospiraceae
node285	(Intercept)	4.207806500910605	0.12415376574843263	33.89189587238699	8.769717124915658e-252		5.940242354424003e-251	****	f__Lachnospiraceae
node285	Ageyoung	-0.5611388956059792	0.17127012926590343	-3.27633836683097	0.0010516248709654373		0.0014548490507768476	**	f__Lachnospiraceae
node286	(Intercept)	4.188976085739772	0.12588469140755454	33.276294670158634	8.505784210851867e-243		5.551957330356037e-242	****	f__Lachnospiraceae
node286	Ageyoung	-0.5423084804351478	0.17363501067887563	-3.123266893668725	0.0017885548015185015		0.0024367786479891538	**	f__Lachnospiraceae
node287	(Intercept)	1.047580808655663	0.23859361937101967	4.390648884145749	1.1301290300111733e-5		1.7678271101264104e-5	****	f__Lachnospiraceae
node287	Ageyoung	-0.5692783765952328	0.33371986914132235	-1.7058570053380824	0.08803470643717472		0.10647889285066858	ns	f__Lachnospiraceae
node288	(Intercept)	0.9714571131828633	0.26600102347916244	3.6520803584763795	2.6012445343525417e-4		3.757934759889587e-4	***	g__Lachnospiraceae_FCS020_group
node288	Ageyoung	-0.7245970352513378	0.3732764524122449	-1.941180673382247	0.05223636648335634		0.0650012324697571	ns	g__Lachnospiraceae_FCS020_group
node289	(Intercept)	4.144791727599163	0.1272262931727089	32.578106492284846	8.376611848355847e-233		5.275795883438156e-232	****	f__Lachnospiraceae
node289	Ageyoung	-0.5411071195484581	0.1754941103747566	-3.0833349244197317	0.002046946383327161		0.0027835369379335256	**	f__Lachnospiraceae
node290	(Intercept)	3.7821522817704176	0.16508967303833683	22.909684247131153	3.7203110005455827e-116		1.6694895614948303e-115	****	f__Lachnospiraceae
node290	Ageyoung	-0.5985582710468552	0.22770788483446094	-2.628623385097073	0.008573124838146904		0.011315264032701245	*	f__Lachnospiraceae
node291	(Intercept)	3.398207842813791	0.02233864209849705	152.1223997336178	0		0	****	g__Lachnospiraceae_FCS020_group
node291	Ageyoung	-40.44186120275773	7749064.1390819885	-5.218934890316803e-6	0.9999958358924272		0.9999963516552207	ns	g__Lachnospiraceae_FCS020_group
node292	(Intercept)	2.6390573296152597	0.1869931837452258	14.113120471871952	3.153109595043421e-45		1.0481169857598039e-44	****	f__Lachnospiraceae
node292	Ageyoung	0.5445366811083026	0.2565214455388032	2.12277254232895	0.03377291677298575		0.04276711506702605	*	f__Lachnospiraceae
node293	(Intercept)	1.997842897796957	0.23958253616018577	8.338850276053476	7.50163241204373e-17		1.8520582274282035e-16	****	f__Lachnospiraceae
node293	Ageyoung	1.1768720312854755	0.32775903550384833	3.590662358022644	3.298386923472371e-4		4.727029562980364e-4	***	f__Lachnospiraceae
node294	(Intercept)	2.954599285406598	0.22322992800249533	13.235677276093421	5.460229526945865e-40		1.704541217542231e-39	****	f__Lachnospiraceae
node294	Ageyoung	-0.42090247144916626	0.3077521265191568	-1.3676671424168572	0.17141628933169983		0.20077797021233357	ns	f__Lachnospiraceae
