"","OTU","Sample","Abundance","sample_Sample","host_subject_id","Timepoint","Site","Diet","Age","agexdiet","serum_zinc","wk6_plasma_MCP","wk6_WB_LPS_IL6","MLN_IL17","MLN_IFNg","MLN_CD4_naive","Study","agexstudy","agexdietxweek","agexdietxstudy","Kingdom","Phylum","Class","Order","Family","Genus"
"3510","ASV36","ZAM2_s60_YZA",0.0606796116504854,"ZAM2_s60_YZA","ZAM2_21","wk6","fecal_wk6","adequate","young","YZA",0.6,11.8,26.5,167.4,284,87.5,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"453","ASV11","ZAM2_s66_YZA",0.0606530784963679,"ZAM2_s66_YZA","ZAM2_27","wk6","fecal_wk6","adequate","young","YZA",0.74,14.5,426.9,28.8,167,85.6,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium"
"4081","ASV59","ZAM2_s39_OZA",0.0605626823762594,"ZAM2_s39_OZA","ZAM2_39","wk0","fecal_wk0","adequate","old","OZA",0.54,30.2,465.2,50.2,6175.3,25.4,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other < 10%"
"4613","ASV9","ZAM2_s17_OZD",0.0600274411159387,"ZAM2_s17_OZD","ZAM2_17","wk0","fecal_wk0","deficient","old","OZD",0.59,29.8,949.5,291.5,2912.6,20.73,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Other < 10%"
"2183","ASV275","ZAM2_s11_OZD",0.0594847390876272,"ZAM2_s11_OZD","ZAM2_11","wk0","fecal_wk0","deficient","old","OZD",0.51,52.4,557.9,297.7,3535.6,22.54,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,"Other < 10%"
"2421","ASV28","ZAM1_s11_OZA",0.0594753136711748,"ZAM1_s11_OZA","ZAM1_11","wk0","fecal_wk0","adequate","old","OZA",NA,53.4,2153.1,NA,NA,28.3,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Other < 10%"
"1147","ASV14","ZAM1_s38_OZS",0.0594688063238214,"ZAM1_s38_OZS","ZAM1_38","wk0","fecal_wk0","supplemented","old","OZS",0.66,0,731.9,NA,NA,20.1,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"976","ASV125","ZAM2_s77_OZA",0.0594388968140751,"ZAM2_s77_OZA","ZAM2_38","wk6","fecal_wk6","adequate","old","OZA",0.53,15.5,391.9,496.1,1526,29.5,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Defluviitaleaceae","Other < 10%"
"4350","ASV7","ZAM2_s55_OZD",0.0593722169273315,"ZAM2_s55_OZD","ZAM2_16","wk6","fecal_wk6","deficient","old","OZD",0.49,95.2,931.1,400.4,3745.8,61.24,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Dubosiella"
"3014","ASV33","ZAM1_s59_YZS",0.0588463027487418,"ZAM1_s59_YZS","ZAM1_22","wk6","fecal_wk6","supplemented","young","YZS",0.66,45.7,146.1,49.7,454.4,85.2,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Other < 10%"
"3047","ASV33","ZAM1_s47_YZA",0.0587812683691464,"ZAM1_s47_YZA","ZAM1_9","wk6","fecal_wk6","adequate","young","YZA",0.56,21.9,506.9,21.7,320,79,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Other < 10%"
"1334","ASV2","ZAM2_s11_OZD",0.0584591401378405,"ZAM2_s11_OZD","ZAM2_11","wk0","fecal_wk0","deficient","old","OZD",0.51,52.4,557.9,297.7,3535.6,22.54,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"3359","ASV34","ZAM2_s38_OZA",0.0581136053410458,"ZAM2_s38_OZA","ZAM2_38","wk0","fecal_wk0","adequate","old","OZA",0.53,15.5,391.9,496.1,1526,29.5,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other < 10%"
"999","ASV129","ZAM2_s28_YZA",0.0580419470720191,"ZAM2_s28_YZA","ZAM2_28","wk0","fecal_wk0","adequate","young","YZA",0.66,0,192.5,9.4,307.3,87.9,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Other < 10%"
"4417","ASV8","ZAM1_s19_OZA",0.0579715479323481,"ZAM1_s19_OZA","ZAM1_19","wk0","fecal_wk0","adequate","old","OZA",0.58,69.3,1912.3,NA,NA,21.6,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Other < 10%"
"3549","ASV36","ZAM2_s55_OZD",0.057809790166086,"ZAM2_s55_OZD","ZAM2_16","wk6","fecal_wk6","deficient","old","OZD",0.49,95.2,931.1,400.4,3745.8,61.24,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"4316","ASV7","ZAM2_s65_YZA",0.0575550610083647,"ZAM2_s65_YZA","ZAM2_26","wk6","fecal_wk6","adequate","young","YZA",0.57,11.8,115.1,58.1,207.4,82.9,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Dubosiella"
"2984","ASV33","ZAM1_s23_YZS",0.057377375781966,"ZAM1_s23_YZS","ZAM1_23","wk0","fecal_wk0","supplemented","young","YZS",0.81,0,1321,21.9,812,79.5,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Other < 10%"
"2575","ASV29","ZAM2_s16_OZD",0.0573234364665246,"ZAM2_s16_OZD","ZAM2_16","wk0","fecal_wk0","deficient","old","OZD",0.49,95.2,931.1,400.4,3745.8,61.24,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Other < 10%"
"3345","ASV34","ZAM2_s4_YZD",0.0569793661954756,"ZAM2_s4_YZD","ZAM2_4","wk0","fecal_wk0","deficient","young","YZD",0.58,17.4,431,60.1,182.5,83.44,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other < 10%"
"4393","ASV7","ZAM1_s65_YZS",0.0569336154044384,"ZAM1_s65_YZS","ZAM1_28","wk6","fecal_wk6","supplemented","young","YZS",0.79,0,571.8,85,211.9,89.1,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Dubosiella"
"2539","ASV28","ZAM2_s56_OZD",0.0567633081975811,"ZAM2_s56_OZD","ZAM2_17","wk6","fecal_wk6","deficient","old","OZD",0.59,29.8,949.5,291.5,2912.6,20.73,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Other < 10%"
"640","ASV115","ZAM2_s76_OZA",0.0564205370754955,"ZAM2_s76_OZA","ZAM2_37","wk6","fecal_wk6","adequate","old","OZA",0.37,103.2,289.3,1710.2,5602.2,28.6,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Other < 10%"
"1121","ASV129","ZAM2_s60_YZA",0.0561000183183733,"ZAM2_s60_YZA","ZAM2_21","wk6","fecal_wk6","adequate","young","YZA",0.6,11.8,26.5,167.4,284,87.5,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Other < 10%"
"1620","ASV210","ZAM2_s64_YZA",0.0557898364045091,"ZAM2_s64_YZA","ZAM2_25","wk6","fecal_wk6","adequate","young","YZA",0.66,0,156.2,NA,NA,NA,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Other < 10%"
"4669","ASV9","ZAM1_s56_OZA",0.0557552919462442,"ZAM1_s56_OZA","ZAM1_19","wk6","fecal_wk6","adequate","old","OZA",0.58,69.3,1912.3,NA,NA,21.6,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Other < 10%"
"4673","ASV9","ZAM2_s19_OZD",0.055645381433341,"ZAM2_s19_OZD","ZAM2_19","wk0","fecal_wk0","deficient","old","OZD",0.32,23.4,744.7,249,NA,43.29,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Other < 10%"
"817","ASV12","ZAM2_s29_YZA",0.0554669624904666,"ZAM2_s29_YZA","ZAM2_29","wk0","fecal_wk0","adequate","young","YZA",0.73,9.2,275.9,17.7,417.3,80.1,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1006","ASV129","ZAM2_s37_OZA",0.0554569653948536,"ZAM2_s37_OZA","ZAM2_37","wk0","fecal_wk0","adequate","old","OZA",0.37,103.2,289.3,1710.2,5602.2,28.6,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Other < 10%"
"1954","ASV228","ZAM1_s31_OZS",0.0551267916207277,"ZAM1_s31_OZS","ZAM1_31","wk0","fecal_wk0","supplemented","old","OZS",NA,NA,NA,NA,NA,NA,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Other < 10%"
"3493","ASV36","ZAM2_s41_YZD",0.0550747442958301,"ZAM2_s41_YZD","ZAM2_2","wk6","fecal_wk6","deficient","young","YZD",0.74,25.2,59.3,21.4,215.7,86.09,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"1092","ASV129","ZAM2_s78_OZA",0.0550395596835225,"ZAM2_s78_OZA","ZAM2_39","wk6","fecal_wk6","adequate","old","OZA",0.54,30.2,465.2,50.2,6175.3,25.4,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Other < 10%"
"1868","ASV228","ZAM1_s11_OZA",0.0545869317255988,"ZAM1_s11_OZA","ZAM1_11","wk0","fecal_wk0","adequate","old","OZA",NA,53.4,2153.1,NA,NA,28.3,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Other < 10%"
"548","ASV11","ZAM2_s26_YZA",0.0544267053701016,"ZAM2_s26_YZA","ZAM2_26","wk0","fecal_wk0","adequate","young","YZA",0.57,11.8,115.1,58.1,207.4,82.9,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium"
"4552","ASV9","ZAM2_s56_OZD",0.0543648585554298,"ZAM2_s56_OZD","ZAM2_17","wk6","fecal_wk6","deficient","old","OZD",0.59,29.8,949.5,291.5,2912.6,20.73,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Other < 10%"
"4564","ASV9","ZAM2_s77_OZA",0.0543441342300116,"ZAM2_s77_OZA","ZAM2_38","wk6","fecal_wk6","adequate","old","OZA",0.53,15.5,391.9,496.1,1526,29.5,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Other < 10%"
"1866","ASV228","ZAM1_s32_OZS",0.0540809942419647,"ZAM1_s32_OZS","ZAM1_32","wk0","fecal_wk0","supplemented","old","OZS",0.71,0,663.5,NA,NA,56.9,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Other < 10%"
"1109","ASV129","ZAM2_s70_OZA",0.0538917545615521,"ZAM2_s70_OZA","ZAM2_31","wk6","fecal_wk6","adequate","old","OZA",0.6,15.5,63.7,39,3495.2,15.5,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Other < 10%"
"3248","ASV332","ZAM1_s72_OZS",0.0538022139038657,"ZAM1_s72_OZS","ZAM1_35","wk6","fecal_wk6","supplemented","old","OZS",0.77,0,1017.9,127.9,676,36.8,"ZAM1","old_ZAM1","wk6_OZS","OZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,"Other < 10%"
"1528","ASV20","ZAM2_s66_YZA",0.0536003949502786,"ZAM2_s66_YZA","ZAM2_27","wk6","fecal_wk6","adequate","young","YZA",0.74,14.5,426.9,28.8,167,85.6,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"1844","ASV22","ZAM2_s56_OZD",0.0535653753413793,"ZAM2_s56_OZD","ZAM2_17","wk6","fecal_wk6","deficient","old","OZD",0.59,29.8,949.5,291.5,2912.6,20.73,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor"
"1364","ASV2","ZAM1_s71_OZS",0.0534247080063373,"ZAM1_s71_OZS","ZAM1_34","wk6","fecal_wk6","supplemented","old","OZS",0.61,25.8,1234.6,160,2422.4,44.9,"ZAM1","old_ZAM1","wk6_OZS","OZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"4246","ASV6","ZAM1_s65_YZS",0.053337808115737,"ZAM1_s65_YZS","ZAM1_28","wk6","fecal_wk6","supplemented","young","YZS",0.79,0,571.8,85,211.9,89.1,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella"
"1137","ASV14","ZAM1_s13_OZA",0.0532319953865604,"ZAM1_s13_OZA","ZAM1_13","wk0","fecal_wk0","adequate","old","OZA",0.46,23.9,814.7,NA,NA,52.2,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1329","ASV2","ZAM1_s17_OZA",0.0531122933191701,"ZAM1_s17_OZA","ZAM1_17","wk0","fecal_wk0","adequate","old","OZA",NA,NA,NA,161.7,1700.8,33.4,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"3485","ASV36","ZAM2_s70_OZA",0.0523519901455077,"ZAM2_s70_OZA","ZAM2_31","wk6","fecal_wk6","adequate","old","OZA",0.6,15.5,63.7,39,3495.2,15.5,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"1178","ASV14","ZAM1_s55_OZA",0.0523058696008369,"ZAM1_s55_OZA","ZAM1_18","wk6","fecal_wk6","adequate","old","OZA",0.64,47.4,1211,881.1,2331.7,18.5,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1859","ASV228","ZAM2_s35_OZA",0.052214427247898,"ZAM2_s35_OZA","ZAM2_35","wk0","fecal_wk0","adequate","old","OZA",NA,NA,NA,NA,NA,NA,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Other < 10%"
"3146","ASV332","ZAM1_s32_OZS",0.0519601709383583,"ZAM1_s32_OZS","ZAM1_32","wk0","fecal_wk0","supplemented","old","OZS",0.71,0,663.5,NA,NA,56.9,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,"Other < 10%"
"4610","ASV9","ZAM1_s36_OZS",0.0518393720030363,"ZAM1_s36_OZS","ZAM1_36","wk0","fecal_wk0","supplemented","old","OZS",0.82,56.9,951.4,249.1,1126.2,34.7,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Other < 10%"
"3391","ASV34","ZAM2_s28_YZA",0.0517671419831521,"ZAM2_s28_YZA","ZAM2_28","wk0","fecal_wk0","adequate","young","YZA",0.66,0,192.5,9.4,307.3,87.9,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other < 10%"
"1250","ASV14","ZAM2_s17_OZD",0.0514520923850903,"ZAM2_s17_OZD","ZAM2_17","wk0","fecal_wk0","deficient","old","OZD",0.59,29.8,949.5,291.5,2912.6,20.73,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"3487","ASV36","ZAM2_s16_OZD",0.0514441096494451,"ZAM2_s16_OZD","ZAM2_16","wk0","fecal_wk0","deficient","old","OZD",0.49,95.2,931.1,400.4,3745.8,61.24,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"1839","ASV22","ZAM2_s29_YZA",0.0513069403036816,"ZAM2_s29_YZA","ZAM2_29","wk0","fecal_wk0","adequate","young","YZA",0.73,9.2,275.9,17.7,417.3,80.1,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor"
"1927","ASV228","ZAM2_s58_OZD",0.0511892128097884,"ZAM2_s58_OZD","ZAM2_19","wk6","fecal_wk6","deficient","old","OZD",0.32,23.4,744.7,249,NA,43.29,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Other < 10%"
"2154","ASV275","ZAM2_s14_OZD",0.0511726150295059,"ZAM2_s14_OZD","ZAM2_14","wk0","fecal_wk0","deficient","old","OZD",0.43,32.6,497.3,475.2,2278.6,32.04,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,"Other < 10%"
"513","ASV11","ZAM2_s36_OZA",0.0511157330701167,"ZAM2_s36_OZA","ZAM2_36","wk0","fecal_wk0","adequate","old","OZA",0.53,334.7,51.7,150.7,1315.8,70.8,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium"
"1745","ASV22","ZAM1_s28_YZS",0.0503980512753507,"ZAM1_s28_YZS","ZAM1_28","wk0","fecal_wk0","supplemented","young","YZS",0.79,0,571.8,85,211.9,89.1,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor"
"4212","ASV6","ZAM1_s46_YZA",0.0503592291680655,"ZAM1_s46_YZA","ZAM1_8","wk6","fecal_wk6","adequate","young","YZA",0.64,0,644.1,21.9,207.8,82.3,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella"
"1938","ASV228","ZAM2_s15_OZD",0.0500880335134479,"ZAM2_s15_OZD","ZAM2_15","wk0","fecal_wk0","deficient","old","OZD",0.43,43.9,370.2,931,1526,11.48,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Other < 10%"
"3500","ASV36","ZAM2_s40_YZD",0.0499706055261611,"ZAM2_s40_YZD","ZAM2_1","wk6","fecal_wk6","deficient","young","YZD",0.51,10.6,151.8,22.6,115.6,89.05,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"2494","ASV28","ZAM2_s26_YZA",0.0498911465892598,"ZAM2_s26_YZA","ZAM2_26","wk0","fecal_wk0","adequate","young","YZA",0.57,11.8,115.1,58.1,207.4,82.9,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Other < 10%"
"835","ASV12","ZAM2_s31_OZA",0.0495905239593074,"ZAM2_s31_OZA","ZAM2_31","wk0","fecal_wk0","adequate","old","OZA",0.6,15.5,63.7,39,3495.2,15.5,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"2994","ASV33","ZAM1_s2_YZA",0.0495889079530691,"ZAM1_s2_YZA","ZAM1_2","wk0","fecal_wk0","adequate","young","YZA",0.77,0,533.1,21.7,205.7,84.9,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Other < 10%"
"4678","ASV9","ZAM1_s51_OZA",0.0492682889277219,"ZAM1_s51_OZA","ZAM1_14","wk6","fecal_wk6","adequate","old","OZA",0.79,50.8,1037.8,NA,NA,49.6,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Other < 10%"
"1906","ASV228","ZAM2_s60_YZA",0.0492306283202052,"ZAM2_s60_YZA","ZAM2_21","wk6","fecal_wk6","adequate","young","YZA",0.6,11.8,26.5,167.4,284,87.5,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Other < 10%"
"4654","ASV9","ZAM1_s67_OZS",0.0491754909353178,"ZAM1_s67_OZS","ZAM1_30","wk6","fecal_wk6","supplemented","old","OZS",0.59,0,690.1,NA,NA,70.3,"ZAM1","old_ZAM1","wk6_OZS","OZS_ZAM1","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Other < 10%"
"632","ASV115","ZAM1_s17_OZA",0.0487588266536643,"ZAM1_s17_OZA","ZAM1_17","wk0","fecal_wk0","adequate","old","OZA",NA,NA,NA,161.7,1700.8,33.4,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Other < 10%"
"4299","ASV7","ZAM2_s17_OZD",0.0485936428081409,"ZAM2_s17_OZD","ZAM2_17","wk0","fecal_wk0","deficient","old","OZD",0.59,29.8,949.5,291.5,2912.6,20.73,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Dubosiella"
"3438","ASV36","ZAM1_s62_YZS",0.0485887817077528,"ZAM1_s62_YZS","ZAM1_25","wk6","fecal_wk6","supplemented","young","YZS",0.87,0,467.3,62.6,197.8,85.4,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"2607","ASV29","ZAM1_s34_OZS",0.0485681393006188,"ZAM1_s34_OZS","ZAM1_34","wk0","fecal_wk0","supplemented","old","OZS",0.61,25.8,1234.6,160,2422.4,44.9,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Other < 10%"
"2474","ASV28","ZAM2_s4_YZD",0.0484930776131707,"ZAM2_s4_YZD","ZAM2_4","wk0","fecal_wk0","deficient","young","YZD",0.58,17.4,431,60.1,182.5,83.44,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Other < 10%"
"3158","ASV332","ZAM1_s37_OZS",0.0484576161055495,"ZAM1_s37_OZS","ZAM1_37","wk0","fecal_wk0","supplemented","old","OZS",0.71,0,1199.4,285.5,1390.9,64,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,"Other < 10%"
"2681","ASV29","ZAM2_s55_OZD",0.0484352295986126,"ZAM2_s55_OZD","ZAM2_16","wk6","fecal_wk6","deficient","old","OZD",0.49,95.2,931.1,400.4,3745.8,61.24,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Other < 10%"
"4169","ASV6","ZAM2_s51_OZD",0.0483391175012395,"ZAM2_s51_OZD","ZAM2_12","wk6","fecal_wk6","deficient","old","OZD",0.75,27,474.1,1463.5,2109.9,18.56,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella"
"1772","ASV22","ZAM2_s11_OZD",0.0482031506399737,"ZAM2_s11_OZD","ZAM2_11","wk0","fecal_wk0","deficient","old","OZD",0.51,52.4,557.9,297.7,3535.6,22.54,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor"
"1762","ASV22","ZAM1_s48_YZA",0.0478993803983374,"ZAM1_s48_YZA","ZAM1_10","wk6","fecal_wk6","adequate","young","YZA",0.61,0,265.1,72.2,366.9,83.8,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor"
